0.011294	2.11505415707399E-07
0.014219	2.04093360451804E-07
0.017901	2.08290694890363E-07
0.022536	2.22868331420366E-07
0.028371	2.47295527233918E-07
0.035717	2.81623786143099E-07
0.044965	3.26412894084125E-07
0.056607	3.82696341071882E-07
0.071264	4.51983731614038E-07
0.089717	5.3626890312451E-07
0.11294	6.38033858585066E-07
0.14219	7.60473299794204E-07
0.17901	9.07303708678191E-07
0.22536	1.08307812454523E-06
0.28371	1.29325788786229E-06
0.35717	1.54435392186755E-06
0.44965	1.8440807198654E-06
0.56608	2.20159062097599E-06
0.71264	2.62759331025728E-06
0.89717	3.13482185364856E-06
1.1294	3.73776040284715E-06
1.4219	4.4539825545443E-06
1.7901	5.30269318062532E-06
2.2536	6.30607782232376E-06
2.8371	7.48891940026063E-06
3.5717	8.87823740864427E-06
4.4965	1.05024762182722E-05
5.6607	1.23902750980026E-05
7.1265	1.45688047651365E-05
8.9717	1.70595963072768E-05
11.295	1.98758386914159E-05
14.219	2.3014036220493E-05
17.901	2.6452019056975E-05
22.536	3.01360669803602E-05
28.371	3.39786415034E-05
35.717	3.78533236732413E-05
44.965	4.15957843259619E-05
56.607	4.50120918947191E-05
71.265	4.78946205903613E-05
89.716	5.00415875239131E-05
112.94	5.08787478576409E-05
142.19	5.03564682961996E-05
179.01	4.88299762675134E-05
225.36	4.63579614259313E-05
283.71	4.30536227885934E-05
357.17	3.90737554419643E-05
449.65	3.46078648088024E-05
566.08	2.98665672953793E-05
712.65	2.50702467883518E-05
897.16	2.04328537022557E-05
1129.4	1.61445324099354E-05
1421.9	1.23500590883802E-05
1790.1	9.14230277305327E-06
2253.6	6.54969707750779E-06
2837.1	4.5447695345672E-06
3571.7	3.0589466775842E-06
4496.5	2.00127089148588E-06
5660.8	1.27580497192789E-06
7126.5	7.94706340821722E-07
8971.7	4.85042842803414E-07
11294	2.90905140477105E-07
14219	1.71820010240328E-07
17901	1.00208455277737E-07
22536	5.78285153566431E-08
28371	3.30796295388416E-08
35717	1.87856458036858E-08
44965	1.06051732046099E-08
56608	5.95802449519393E-09
71264	3.33435210733083E-09
89716	1.86005089622259E-09
112940	1.03510017382564E-09
142190	5.74690718212072E-10
179010	3.18566052265858E-10
225360	1.76363740865443E-10
283710	9.75349338471341E-11
357170	5.01559330173282E-11
449650	2.52687062496917E-11
566080	1.27220854082063E-11
712640	6.40244953042773E-12
897160	3.22059769258717E-12
