1.13E-02	3.80E-01
1.42E-02	3.66E-01
1.79E-02	3.51E-01
2.25E-02	3.36E-01
2.84E-02	3.21E-01
3.57E-02	3.05E-01
4.50E-02	2.88E-01
5.66E-02	2.71E-01
7.13E-02	2.54E-01
8.97E-02	2.36E-01
1.13E-01	2.18E-01
1.42E-01	1.99E-01
1.79E-01	1.81E-01
2.25E-01	1.62E-01
2.84E-01	1.44E-01
3.57E-01	1.27E-01
4.50E-01	1.11E-01
5.66E-01	9.58E-02
7.13E-01	8.20E-02
8.97E-01	6.95E-02
1.13E+00	5.85E-02
1.42E+00	4.88E-02
1.79E+00	4.04E-02
2.25E+00	3.33E-02
2.84E+00	2.72E-02
3.57E+00	2.21E-02
4.50E+00	1.79E-02
5.66E+00	1.45E-02
7.13E+00	1.16E-02
8.97E+00	9.25E-03
1.13E+01	7.34E-03
1.42E+01	5.79E-03
1.79E+01	4.54E-03
2.25E+01	3.53E-03
2.84E+01	2.72E-03
3.57E+01	2.07E-03
4.50E+01	1.55E-03
5.66E+01	1.15E-03
7.13E+01	8.34E-04
8.97E+01	5.94E-04
1.13E+02	4.15E-04
1.42E+02	2.84E-04
1.79E+02	1.91E-04
2.25E+02	1.26E-04
2.84E+02	8.15E-05
3.57E+02	5.20E-05
4.50E+02	3.28E-05
5.66E+02	2.05E-05
7.13E+02	1.26E-05
8.97E+02	7.77E-06
1.13E+03	4.75E-06
1.42E+03	2.89E-06
1.79E+03	1.75E-06
2.25E+03	1.06E-06
2.84E+03	6.39E-07
3.57E+03	3.85E-07
4.50E+03	2.32E-07
5.66E+03	1.40E-07
7.13E+03	8.40E-08
8.97E+03	5.05E-08
1.13E+04	3.03E-08
1.42E+04	1.82E-08
1.79E+04	1.09E-08
2.25E+04	6.56E-09
2.84E+04	3.94E-09
3.57E+04	2.36E-09
4.50E+04	1.42E-09
5.66E+04	8.52E-10
7.13E+04	5.11E-10
8.97E+04	3.07E-10
1.13E+05	1.84E-10
1.42E+05	1.10E-10
1.79E+05	6.63E-11
2.25E+05	3.98E-11
2.84E+05	2.39E-11
3.57E+05	1.43E-11
4.50E+05	8.60E-12
5.66E+05	5.16E-12
7.13E+05	3.10E-12
8.97E+05	1.86E-12

