1.13E-02	4.13E-05
1.42E-02	3.93E-05
1.79E-02	3.74E-05
2.25E-02	3.56E-05
2.84E-02	3.40E-05
3.57E-02	3.25E-05
4.50E-02	3.11E-05
5.66E-02	3.00E-05
7.13E-02	2.91E-05
8.97E-02	2.84E-05
1.13E-01	2.79E-05
1.42E-01	2.78E-05
1.79E-01	2.81E-05
2.25E-01	2.88E-05
2.84E-01	3.00E-05
3.57E-01	3.19E-05
4.50E-01	3.44E-05
5.66E-01	3.77E-05
7.13E-01	4.18E-05
8.97E-01	4.69E-05
1.13E+00	5.30E-05
1.42E+00	6.00E-05
1.79E+00	6.80E-05
2.25E+00	7.69E-05
2.84E+00	8.67E-05
3.57E+00	9.71E-05
4.50E+00	1.08E-04
5.66E+00	1.20E-04
7.13E+00	1.32E-04
8.97E+00	1.44E-04
1.13E+01	1.56E-04
1.42E+01	1.68E-04
1.79E+01	1.79E-04
2.25E+01	1.91E-04
2.84E+01	2.01E-04
3.57E+01	2.10E-04
4.50E+01	2.17E-04
5.66E+01	2.21E-04
7.13E+01	2.22E-04
8.97E+01	2.16E-04
1.13E+02	2.05E-04
1.42E+02	1.88E-04
1.79E+02	1.65E-04
2.25E+02	1.39E-04
2.84E+02	1.12E-04
3.57E+02	8.74E-05
4.50E+02	6.60E-05
5.66E+02	4.87E-05
7.13E+02	3.53E-05
8.97E+02	2.51E-05
1.13E+03	1.77E-05
1.42E+03	1.22E-05
1.79E+03	8.25E-06
2.25E+03	5.37E-06
2.84E+03	3.82E-06
3.57E+03	2.89E-06
4.50E+03	1.69E-06
5.66E+03	1.03E-06
7.13E+03	6.35E-07
8.97E+03	3.86E-07
1.13E+04	2.29E-07
1.42E+04	1.33E-07
1.79E+04	7.63E-08
2.25E+04	4.31E-08
2.84E+04	2.41E-08
3.57E+04	1.34E-08
4.50E+04	7.35E-09
5.66E+04	4.01E-09
7.13E+04	2.18E-09
8.97E+04	1.18E-09
1.13E+05	6.37E-10
1.42E+05	3.43E-10
1.79E+05	1.84E-10
2.25E+05	9.87E-11
2.84E+05	5.28E-11
3.57E+05	2.82E-11
4.50E+05	1.51E-11
5.66E+05	8.05E-12
7.13E+05	4.29E-12
8.97E+05	2.29E-12

