1.13E-02	3.17E-07
1.42E-02	2.99E-07
1.79E-02	2.97E-07
2.25E-02	3.10E-07
2.84E-02	3.37E-07
3.57E-02	3.77E-07
4.50E-02	4.31E-07
5.66E-02	5.00E-07
7.13E-02	5.86E-07
8.97E-02	6.91E-07
1.13E-01	8.18E-07
1.42E-01	9.72E-07
1.79E-01	1.16E-06
2.25E-01	1.37E-06
2.84E-01	1.64E-06
3.57E-01	1.95E-06
4.50E-01	2.32E-06
5.66E-01	2.76E-06
7.13E-01	3.29E-06
8.97E-01	3.92E-06
1.13E+00	4.66E-06
1.42E+00	5.54E-06
1.79E+00	6.58E-06
2.25E+00	7.80E-06
2.84E+00	9.24E-06
3.57E+00	1.09E-05
4.50E+00	1.29E-05
5.66E+00	1.52E-05
7.13E+00	1.78E-05
8.97E+00	2.08E-05
1.13E+01	2.42E-05
1.42E+01	2.79E-05
1.79E+01	3.20E-05
2.25E+01	3.64E-05
2.84E+01	4.09E-05
3.57E+01	4.54E-05
4.50E+01	4.97E-05
5.66E+01	5.36E-05
7.13E+01	5.67E-05
8.97E+01	5.90E-05
1.13E+02	5.95E-05
1.42E+02	5.82E-05
1.79E+02	5.57E-05
2.25E+02	5.22E-05
2.84E+02	4.78E-05
3.57E+02	4.28E-05
4.50E+02	3.73E-05
5.66E+02	3.16E-05
7.13E+02	2.61E-05
8.97E+02	2.09E-05
1.13E+03	1.62E-05
1.42E+03	1.22E-05
1.79E+03	8.86E-06
2.25E+03	6.25E-06
2.84E+03	4.27E-06
3.57E+03	2.84E-06
4.50E+03	1.84E-06
5.66E+03	1.16E-06
7.13E+03	7.17E-07
8.97E+03	4.35E-07
1.13E+04	2.60E-07
1.42E+04	1.53E-07
1.79E+04	8.92E-08
2.25E+04	5.15E-08
2.84E+04	2.95E-08
3.57E+04	1.68E-08
4.50E+04	9.49E-09
5.66E+04	5.35E-09
7.13E+04	3.00E-09
8.97E+04	1.68E-09
1.13E+05	9.39E-10
1.42E+05	5.23E-10
1.79E+05	2.91E-10
2.25E+05	1.62E-10
2.84E+05	9.00E-11
3.57E+05	4.65E-11
4.50E+05	2.35E-11
5.66E+05	1.19E-11
7.13E+05	6.02E-12
8.97E+05	3.04E-12

