1.13E-02	1.03E-03
1.42E-02	1.22E-03
1.79E-02	1.45E-03
2.25E-02	1.72E-03
2.84E-02	2.03E-03
3.57E-02	2.39E-03
4.50E-02	2.82E-03
5.66E-02	3.30E-03
7.13E-02	3.85E-03
8.97E-02	4.47E-03
1.13E-01	5.16E-03
1.42E-01	5.89E-03
1.79E-01	6.65E-03
2.25E-01	7.42E-03
2.84E-01	8.16E-03
3.57E-01	8.82E-03
4.50E-01	9.36E-03
5.66E-01	9.75E-03
7.13E-01	9.95E-03
8.97E-01	9.97E-03
1.13E+00	9.81E-03
1.42E+00	9.50E-03
1.79E+00	9.06E-03
2.25E+00	8.52E-03
2.84E+00	7.92E-03
3.57E+00	7.29E-03
4.50E+00	6.64E-03
5.66E+00	5.98E-03
7.13E+00	5.34E-03
8.97E+00	4.71E-03
1.13E+01	4.10E-03
1.42E+01	3.52E-03
1.79E+01	2.97E-03
2.25E+01	2.46E-03
2.84E+01	1.99E-03
3.57E+01	1.57E-03
4.50E+01	1.21E-03
5.66E+01	9.14E-04
7.13E+01	6.73E-04
8.97E+01	4.85E-04
1.13E+02	3.44E-04
1.42E+02	2.40E-04
1.79E+02	1.66E-04
2.25E+02	1.13E-04
2.84E+02	7.66E-05
3.57E+02	5.16E-05
4.50E+02	3.46E-05
5.66E+02	2.32E-05
7.13E+02	1.54E-05
8.97E+02	1.03E-05
1.13E+03	6.83E-06
1.42E+03	4.54E-06
1.79E+03	3.01E-06
2.25E+03	2.00E-06
2.84E+03	1.32E-06
3.57E+03	8.77E-07
4.50E+03	5.81E-07
5.66E+03	3.85E-07
7.13E+03	2.55E-07
8.97E+03	1.69E-07
1.13E+04	1.12E-07
1.42E+04	7.40E-08
1.79E+04	4.90E-08
2.25E+04	3.25E-08
2.84E+04	2.15E-08
3.57E+04	1.42E-08
4.50E+04	9.43E-09
5.66E+04	6.24E-09
7.13E+04	4.13E-09
8.97E+04	2.74E-09
1.13E+05	1.81E-09
1.42E+05	1.20E-09
1.79E+05	7.95E-10
2.25E+05	5.26E-10
2.84E+05	3.48E-10
3.57E+05	2.31E-10
4.50E+05	1.53E-10
5.66E+05	1.01E-10
7.13E+05	6.70E-11
8.97E+05	4.43E-11

