0.011294	7.83378180592195E-08
0.014219	9.19452308600666E-08
0.017901	1.09229423248611E-07
0.022536	1.30466929211098E-07
0.028371	1.56206811394681E-07
0.035717	1.87221061492801E-07
0.044965	2.24492499581768E-07
0.056607	2.69229479564191E-07
0.071264	3.22902052263673E-07
0.089717	3.87275978415569E-07
0.11294	4.64439207610019E-07
0.14219	5.56991003821142E-07
0.17901	6.67913679639867E-07
0.22536	8.00825618130314E-07
0.28371	9.60049343224547E-07
0.35717	1.15073255969657E-06
0.44965	1.37897953049227E-06
0.56608	1.65204495724404E-06
0.71264	1.97844224141606E-06
0.89717	2.36831952267058E-06
1.1294	2.83327177281246E-06
1.4219	3.38739644233121E-06
1.7901	4.04619516658942E-06
2.2536	4.82764352785607E-06
2.8371	5.75192678863295E-06
3.5717	6.84119011900856E-06
4.4965	8.11893301282723E-06
5.6607	9.60906893975703E-06
7.1265	1.13346357579374E-05
8.9717	1.33145050624976E-05
11.295	1.55612288372538E-05
14.219	1.80743628485012E-05
17.901	2.08388182366231E-05
22.536	2.38144428875103E-05
28.371	2.69340290769437E-05
35.717	3.0099014663612E-05
44.965	3.31799523211691E-05
56.607	3.60228350627157E-05
71.265	3.84615425706107E-05
89.716	4.03331326738062E-05
112.94	4.06438551402551E-05
142.19	3.94660223111978E-05
179.01	3.76164472412091E-05
225.36	3.51791611011022E-05
283.71	3.22648807994368E-05
357.17	2.90000059002548E-05
449.65	2.55180102919376E-05
566.08	2.19527241885751E-05
712.65	1.84342015912545E-05
897.16	1.50828277944972E-05
1129.4	1.20034336593604E-05
1421.9	9.27558645858547E-06
1790.1	6.9522574051669E-06
2253.6	5.05091035080733E-06
2837.1	3.556767856161E-06
3571.7	2.42918212824138E-06
4496.5	1.61119713344706E-06
5660.8	1.03970129647653E-06
7126.5	6.54224564687882E-07
8971.7	4.02415533322523E-07
11294	2.42623926973927E-07
14219	1.43698665531027E-07
17901	8.38355591877734E-08
22536	4.8287065350718E-08
28371	2.75121347525166E-08
35717	1.55336255368268E-08
44965	8.7047192028673E-09
56608	4.84765183746948E-09
71264	2.68610251379012E-09
89716	1.48212738636149E-09
112940	8.1513735714188E-10
142190	4.46956091115103E-10
179010	2.4454632741703E-10
225360	1.33565379706628E-10
283710	7.28443479757711E-11
357170	3.68961816002798E-11
449650	1.83234733148019E-11
566080	9.09159574015176E-12
712640	4.50813599094427E-12
897160	2.23400159308539E-12
