0.011294	5.53954917246029E-05
0.014219	5.27100019932553E-05
0.017901	5.01908143742615E-05
0.022536	4.78417421102332E-05
0.028371	4.56702297560213E-05
0.035717	4.36883653797561E-05
0.044965	4.19140135788845E-05
0.056607	4.03719006388365E-05
0.071264	3.9094919402177E-05
0.089717	3.81260650600315E-05
0.11294	3.75200431615216E-05
0.14219	3.73440016464555E-05
0.17901	3.76798850216976E-05
0.22536	3.86234230062482E-05
0.28371	4.02836372972682E-05
0.35717	4.27798946574645E-05
0.44965	4.62364057498042E-05
0.56608	5.07748527704309E-05
0.71264	5.65031626906635E-05
0.89717	6.35073577988977E-05
1.1294	7.1833764257454E-05
1.4219	8.14958705999718E-05
1.7901	9.24478855204713E-05
2.2536	0.000104604215966
2.8371	0.000117842573615
3.5717	0.000132015195234
4.4965	0.000146961244649
5.6607	0.000162519248158
7.1265	0.00017853694853
8.9717	0.000194863124371
11.295	0.000211350586495
14.219	0.000227821240971
17.901	0.000244062306966
22.536	0.000259752906613
28.371	0.000274427495836
35.717	0.00028739788
44.965	0.000297680801314
56.607	0.000303957623428
71.265	0.00030462483
89.716	0.000298024497471
112.94	0.000282923644446
142.19	0.000259137552107
179.01	0.000228066595593
225.36	0.000192595768224
283.71	0.000156323940587
357.17	0.000122486012671
449.65	9.31912483813773E-05
566.08	6.92672824361266E-05
712.65	5.05681064789932E-05
897.16	3.64044489052965E-05
1129.4	2.59000511199034E-05
1421.9	1.81946287343093E-05
1790.1	1.2552855272967E-05
2253.6	8.41089667920557E-06
2837.1	5.70331719937883E-06
3571.7	4.83543724690644E-06
4496.5	3.20457404094054E-06
5660.8	1.89377747465933E-06
7126.5	1.16299640111458E-06
8971.7	7.08317446983815E-07
11294	4.21811874454189E-07
14219	2.46182267002011E-07
17901	1.41333314188685E-07
22536	8.00339500528561E-08
28371	4.4804302269823E-08
35717	2.48441721662783E-08
44965	1.366878668539E-08
56608	7.4724522738306E-09
71264	4.06365643791022E-09
89716	2.20054980910943E-09
112940	1.1875516064663E-09
142190	6.39257662196546E-10
179010	3.43272355278375E-10
225360	1.84004614436391E-10
283710	9.848825638469E-11
357170	5.26528399926036E-11
449650	2.8124046632815E-11
566080	1.50094480742053E-11
712640	8.00578351054237E-12
897160	4.26809983732564E-12

