3.954E-3  	0.0143
4.331E-3  	0.0064
4.451E-3  	0.040
4.466E-3  	0.36
4.827E-3  	0.226
4.852E-3  	0.023
4.927E-3  	0.039
4.994E-3  	0.0030
5.156E-3  	0.074
5.531E-3  	0.033
5.797E-3  	0.0065
5.809E-3  	0.0093 
3.1452E-2 	0.000263
3.1817E-2  	2.04
3.2194E-2  	3.76 
3.6304E-2  	0.352 
3.6378E-2  	0.680 
3.6652E-2  	0.0079 
3.7255E-2  	0.215 
3.7349E-2	0.0481  	
2.8353E-1 	0.00058  
6.61657E-1 	85.1 	
